meter_reading,row_id
0.32974812388420105,0
0.32173675298690796,129
0.3172123432159424,258
0.3126288652420044,387
0.3080405294895172,516
0.3033904433250427,645
0.2990563213825226,774
0.29489991068840027,903
0.2906891405582428,1032
0.2865315079689026,1161
0.2824268937110901,1290
0.2783103585243225,1419
0.2732298970222473,1548
0.26813870668411255,1677
0.26303714513778687,1806
0.2579571008682251,1935
0.2528912127017975,2064
0.24703097343444824,2193
0.24094870686531067,2322
0.23486286401748657,2451
0.23007351160049438,2580
0.2303621470928192,2709
0.23935598134994507,2838
0.2519363462924957,2967
0.3021509349346161,3096
0.2965134084224701,3225
0.2909068763256073,3354
0.28566449880599976,3483
0.28028005361557007,3612
0.2748919129371643,3741
0.2695026993751526,3870
0.26407134532928467,3999
0.2586282193660736,4128
0.25309595465660095,4257
0.2538485825061798,4386
0.25491371750831604,4515
0.25580427050590515,4644
0.25586897134780884,4773
0.25593629479408264,4902
0.2560007870197296,5031
0.26075994968414307,5160
0.27141594886779785,5289
0.28215378522872925,5418
0.29283228516578674,5547
0.30345478653907776,5676
0.3141070306301117,5805
0.324663370847702,5934
0.3352753520011902,6063
0.3001716136932373,6192
0.295034795999527,6321
0.28907346725463867,6450
0.28352344036102295,6579
0.27808594703674316,6708
0.2727088928222656,6837
0.26738426089286804,6966
0.26214420795440674,7095
0.2568700313568115,7224
0.2516452968120575,7353
0.2464216947555542,7482
0.24274998903274536,7611
0.2439899444580078,7740
0.24463585019111633,7869
0.24476540088653564,7998
0.24492797255516052,8127
0.24506893754005432,8256
0.24949762225151062,8385
0.26040297746658325,8514
0.27139636874198914,8643
0.28240785002708435,8772
0.2934679090976715,8901
0.30459490418434143,9030
0.3156988024711609,9159
0.30097752809524536,9288
0.296165406703949,9417
0.29134297370910645,9546
0.28613409399986267,9675
0.28088146448135376,9804
0.2756165564060211,9933
0.2703108787536621,10062
0.26498928666114807,10191
0.25958141684532166,10320
0.2542029023170471,10449
0.24886676669120789,10578
0.24359342455863953,10707
0.2383778691291809,10836
0.23490533232688904,10965
0.2349819540977478,11094
0.23503369092941284,11223
0.23515436053276062,11352
0.2364305555820465,11481
0.2476440668106079,11610
0.2588045597076416,11739
0.2700234055519104,11868
0.2811671495437622,11997
0.29227206110954285,12126
0.30334627628326416,12255
0.30204540491104126,12384
0.29732224345207214,12513
0.2925814390182495,12642
0.2877825200557709,12771
0.2834458351135254,12900
0.2785790264606476,13029
0.2732163667678833,13158
0.26777294278144836,13287
0.26227760314941406,13416
0.25687119364738464,13545
0.25161927938461304,13674
0.2464267611503601,13803
0.241349458694458,13932
0.2362762689590454,14061
0.2307039499282837,14190
0.22600924968719482,14319
0.2262057363986969,14448
0.22640115022659302,14577
0.23017290234565735,14706
0.24133440852165222,14835
0.25255250930786133,14964
0.2637384533882141,15093
0.27486860752105713,15222
0.2860044836997986,15351
0.30489471554756165,15480
0.2995278239250183,15609
0.2949758768081665,15738
0.29039737582206726,15867
0.2859106659889221,15996
0.281766802072525,16125
0.2774578928947449,16254
0.27275750041007996,16383
0.26730817556381226,16512
0.2618868947029114,16641
0.25657233595848083,16770
0.251259446144104,16899
0.24603813886642456,17028
0.24085518717765808,17157
0.23561155796051025,17286
0.22953596711158752,17415
0.22337684035301208,17544
0.21827435493469238,17673
